Mod:Item:MetaData, Localized Name
buildcraftsilicon:plug_facade:0, Facade: Block of Tungsten
buildcraftsilicon:plug_facade:0, Facade: Fluix Coil Block
buildcraftsilicon:plug_facade:0, Facade: Fluix Coil Block
buildcraftsilicon:plug_facade:0, Facade: Dense Fluix Coil Block
buildcraftsilicon:plug_facade:0, Facade: Dense Fluix Coil Block
buildcraftsilicon:plug_facade:0, Facade: Quartz Fiber Coil Block
buildcraftsilicon:plug_facade:0, Facade: Quartz Fiber Coil Block
buildcraftsilicon:plug_facade:0, Facade: Refined Fiber Coil Block
buildcraftsilicon:plug_facade:0, Facade: Refined Fiber Coil Block
buildcraftsilicon:plug_facade:0, Facade: Copper Coil Block
buildcraftsilicon:plug_facade:0, Facade: Copper Coil Block
buildcraftsilicon:plug_facade:0, Facade: Electrum Coil Block
buildcraftsilicon:plug_facade:0, Facade: Electrum Coil Block
buildcraftsilicon:plug_facade:0, Facade: High-Voltage Coil Block
buildcraftsilicon:plug_facade:0, Facade: High-Voltage Coil Block
buildcraftsilicon:plug_facade:0, Facade: Redstone Engineering Block
buildcraftsilicon:plug_facade:0, Facade: Redstone Engineering Block
buildcraftsilicon:plug_facade:0, Facade: Light Engineering Block
buildcraftsilicon:plug_facade:0, Facade: Light Engineering Block
buildcraftsilicon:plug_facade:0, Facade: Heavy Engineering Block
buildcraftsilicon:plug_facade:0, Facade: Heavy Engineering Block
buildcraftsilicon:plug_facade:0, Facade: Generator Block
buildcraftsilicon:plug_facade:0, Facade: Generator Block
buildcraftsilicon:plug_facade:0, Facade: Radiator Block
buildcraftsilicon:plug_facade:0, Facade: Radiator Block
buildcraftsilicon:plug_facade:0, Facade: Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Copper Ore
buildcraftsilicon:plug_facade:0, Facade: Bauxite Ore
buildcraftsilicon:plug_facade:0, Facade: Bauxite Ore
buildcraftsilicon:plug_facade:0, Facade: Lead Ore
buildcraftsilicon:plug_facade:0, Facade: Lead Ore
buildcraftsilicon:plug_facade:0, Facade: Silver Ore
buildcraftsilicon:plug_facade:0, Facade: Silver Ore
buildcraftsilicon:plug_facade:0, Facade: Nickel Ore
buildcraftsilicon:plug_facade:0, Facade: Nickel Ore
buildcraftsilicon:plug_facade:0, Facade: Uranium Ore
buildcraftsilicon:plug_facade:0, Facade: Uranium Ore
buildcraftsilicon:plug_facade:0, Facade: Copper Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Copper Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Aluminium Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Aluminium Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Lead Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Lead Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Silver Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Silver Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Nickel Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Nickel Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Uranium Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Uranium Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Constantan Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Constantan Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Electrum Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Electrum Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Steel Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Steel Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Iron Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Iron Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Gold Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Gold Sheetmetal
buildcraftsilicon:plug_facade:0, Facade: Coke Brick
buildcraftsilicon:plug_facade:0, Facade: Coke Brick
buildcraftsilicon:plug_facade:0, Facade: Blast Brick
buildcraftsilicon:plug_facade:0, Facade: Blast Brick
buildcraftsilicon:plug_facade:0, Facade: Reinforced Blast Brick
buildcraftsilicon:plug_facade:0, Facade: Reinforced Blast Brick
buildcraftsilicon:plug_facade:0, Facade: Block of Coal Coke
buildcraftsilicon:plug_facade:0, Facade: Block of Coal Coke
buildcraftsilicon:plug_facade:0, Facade: Hempcrete
buildcraftsilicon:plug_facade:0, Facade: Hempcrete
buildcraftsilicon:plug_facade:0, Facade: Concrete
buildcraftsilicon:plug_facade:0, Facade: Concrete
buildcraftsilicon:plug_facade:0, Facade: Concrete Tile
buildcraftsilicon:plug_facade:0, Facade: Concrete Tile
buildcraftsilicon:plug_facade:0, Facade: Leaded Concrete
buildcraftsilicon:plug_facade:0, Facade: Leaded Concrete
buildcraftsilicon:plug_facade:0, Facade: Insulating Glass
buildcraftsilicon:plug_facade:0, Facade: Insulating Glass
buildcraftsilicon:plug_facade:0, Facade: Quickdry Concrete
buildcraftsilicon:plug_facade:0, Facade: Quickdry Concrete
buildcraftsilicon:plug_facade:0, Facade: Kiln Brick
buildcraftsilicon:plug_facade:0, Facade: Kiln Brick
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Copper
buildcraftsilicon:plug_facade:0, Facade: Block of Aluminium
buildcraftsilicon:plug_facade:0, Facade: Block of Aluminium
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Lead
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Silver
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Nickel
buildcraftsilicon:plug_facade:0, Facade: Block of Uranium
buildcraftsilicon:plug_facade:0, Facade: Block of Uranium
buildcraftsilicon:plug_facade:0, Facade: Block of Constantan
buildcraftsilicon:plug_facade:0, Facade: Block of Constantan
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Electrum
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Block of Steel
buildcraftsilicon:plug_facade:0, Facade: Treated Wood Planks
buildcraftsilicon:plug_facade:0, Facade: Treated Wood Planks
buildcraftsilicon:plug_facade:0, Facade: Treated Wood Planks
buildcraftsilicon:plug_facade:0, Facade: Treated Wood Planks
buildcraftsilicon:plug_facade:0, Facade: Treated Wood Planks
buildcraftsilicon:plug_facade:0, Facade: Treated Wood Planks
buildcraftsilicon:plug_facade:0, Facade: tile.immersivepetroleum.dummy.pipe.name
buildcraftsilicon:plug_facade:0, Facade: tile.immersivepetroleum.dummy.pipe.name
buildcraftsilicon:plug_facade:0, Facade: tile.immersivepetroleum.dummy.conveyor.name
buildcraftsilicon:plug_facade:0, Facade: tile.immersivepetroleum.dummy.conveyor.name
buildcraftsilicon:plug_facade:0, Facade: tile.immersivepetroleum.dummy.oil_deposit.name
buildcraftsilicon:plug_facade:0, Facade: tile.immersivepetroleum.dummy.oil_deposit.name
buildcraftsilicon:plug_facade:0, Facade: Asphalt Concrete
buildcraftsilicon:plug_facade:0, Facade: Asphalt Concrete
buildcraftsilicon:plug_facade:0, Facade: Reinforced Coke Brick
buildcraftsilicon:plug_facade:0, Facade: Reinforced Coke Brick
buildcraftsilicon:plug_facade:0, Facade: Corporea Tile
buildcraftsilicon:plug_facade:0, Facade: Corporea Tile
buildcraftsilicon:plug_facade:0, Facade: Corporea Retainer Evaporator
buildcraftsilicon:plug_facade:0, Facade: Corporea Retainer Evaporator
buildcraftsilicon:plug_facade:0, Facade: Corporea Retainer Evaporator
buildcraftsilicon:plug_facade:0, Facade: Corporea Retainer Evaporator
buildcraftsilicon:plug_facade:0, Facade: Red String Tile
buildcraftsilicon:plug_facade:0, Facade: Red String Tile
buildcraftsilicon:plug_facade:0, Facade: Block of Charged Certus Quartz
buildcraftsilicon:plug_facade:0, Facade: Block of Charged Certus Quartz
buildcraftsilicon:plug_facade:0, Facade: Block of Nether Quartz
buildcraftsilicon:plug_facade:0, Facade: Block of Nether Quartz
buildcraftsilicon:plug_facade:0, Facade: Block of Oilsands
buildcraftsilicon:plug_facade:0, Facade: Block of Oilsands
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
buildcraftsilicon:plug_facade:0, Facade: Logistics Block Frame
